iteration,n_agents,c0,m0,s0,mx0,mn0
309,49,8,0.272224,0.136187,0.491625,0.109865
310,49,8,0.27225,0.136222,0.491776,0.109977
311,49,8,0.272275,0.136257,0.491926,0.110089
312,48,8,0.272301,0.136293,0.492077,0.110076
313,48,8,0.272326,0.136328,0.492228,0.110027
314,48,7,0.250468,0.131986,0.492379,0.109978
315,48,7,0.250502,0.132038,0.492531,0.109929
316,48,7,0.250535,0.13209,0.492682,0.10988
317,48,7,0.250569,0.132143,0.492834,0.109832
318,48,7,0.250602,0.132195,0.492987,0.109783
319,48,7,0.250636,0.132248,0.493139,0.109735
320,48,7,0.250669,0.132301,0.493292,0.109688
321,48,7,0.250703,0.132354,0.493446,0.10964
322,48,7,0.250736,0.132407,0.4936,0.109593
323,48,8,0.272581,0.136686,0.493754,0.109545
324,48,7,0.250802,0.132514,0.493908,0.109497
325,48,7,0.250835,0.132567,0.494063,0.10945
326,48,7,0.250868,0.132621,0.494218,0.109402
327,48,7,0.250901,0.132674,0.494373,0.109355
328,48,7,0.250934,0.132728,0.494529,0.109308
329,48,7,0.250967,0.132782,0.494685,0.109261
330,48,7,0.251,0.132837,0.494842,0.109214
331,48,7,0.251033,0.132891,0.494999,0.109167
332,48,7,0.251065,0.132946,0.495155,0.10912
333,48,7,0.251098,0.133001,0.495312,0.109074
334,48,7,0.251131,0.133056,0.49547,0.109027
335,48,7,0.251164,0.133111,0.495628,0.108981
336,48,7,0.251196,0.133167,0.495786,0.108934
337,48,7,0.251229,0.133222,0.495944,0.108888
338,48,7,0.251262,0.133278,0.496103,0.108842
339,48,7,0.251294,0.133334,0.496262,0.108795
340,48,7,0.251327,0.13339,0.496422,0.108749
341,48,7,0.25136,0.133446,0.496581,0.108703
342,48,7,0.251392,0.133502,0.496741,0.108656
343,48,7,0.251425,0.133558,0.496902,0.108611
344,48,7,0.251458,0.133614,0.497062,0.108565
345,48,7,0.25149,0.133671,0.497223,0.108519
346,48,7,0.251523,0.133727,0.497384,0.108473
347,48,7,0.251555,0.133784,0.497545,0.108428
348,48,7,0.251588,0.133841,0.497707,0.108383
349,48,7,0.251621,0.133898,0.497869,0.108338
350,48,7,0.251654,0.133955,0.498031,0.108292
351,48,7,0.251686,0.134012,0.498194,0.108247
352,48,7,0.251718,0.134069,0.498357,0.108202
353,48,8,0.273321,0.137834,0.49852,0.108156
354,48,7,0.251783,0.134185,0.498683,0.10811
355,48,7,0.251815,0.134243,0.498847,0.108064
356,48,7,0.251847,0.134301,0.49901,0.108018
357,48,7,0.251879,0.13436,0.499175,0.107972
358,48,7,0.251911,0.134418,0.499339,0.107925
359,48,8,0.273463,0.138078,0.499504,0.107879
360,48,7,0.251974,0.134536,0.499669,0.107833
361,48,7,0.252005,0.134595,0.499834,0.107787
362,48,7,0.252037,0.134654,0.499999,0.107741
363,48,7,0.252068,0.134713,0.500164,0.107694
364,48,7,0.252099,0.134772,0.500329,0.107648
365,48,7,0.25213,0.134831,0.500494,0.107602
366,48,7,0.252161,0.13489,0.500659,0.107557
367,48,7,0.252192,0.134949,0.500825,0.107511
368,48,8,0.273671,0.138451,0.50099,0.107466
369,48,7,0.252255,0.135067,0.501156,0.107422
370,48,7,0.252286,0.135127,0.501322,0.107377
371,48,8,0.273739,0.138576,0.501488,0.107332
372,48,7,0.252348,0.135245,0.501655,0.107287
373,48,8,0.273785,0.138659,0.501821,0.107243
374,48,7,0.25241,0.135364,0.501988,0.107199
375,48,7,0.252441,0.135424,0.502155,0.107154
376,48,7,0.252472,0.135484,0.502322,0.10711
377,48,7,0.252503,0.135544,0.502489,0.107066
378,48,7,0.252533,0.135604,0.502656,0.107023
379,48,7,0.252564,0.135664,0.502823,0.10698
380,48,7,0.252595,0.135723,0.50299,0.106937
381,48,7,0.252626,0.135783,0.503157,0.106894
382,48,7,0.252656,0.135844,0.503325,0.10685
383,48,7,0.252687,0.135904,0.503492,0.106808
384,48,8,0.274031,0.139123,0.50366,0.106764
385,48,7,0.252748,0.136024,0.503828,0.106721
386,48,7,0.252778,0.136085,0.503996,0.106677
387,48,8,0.274097,0.139251,0.504164,0.106634
388,48,7,0.252839,0.136206,0.504332,0.106591
389,48,7,0.252869,0.136267,0.504501,0.106547
390,48,7,0.252899,0.136328,0.504669,0.106504
391,48,7,0.252929,0.136389,0.504837,0.106461
392,48,7,0.252959,0.13645,0.505006,0.106418
393,48,7,0.252989,0.136511,0.505176,0.106374
394,48,7,0.25302,0.136572,0.505345,0.106331
395,48,7,0.25305,0.136634,0.505515,0.106288
396,48,7,0.25308,0.136696,0.505685,0.106246
397,48,7,0.253111,0.136757,0.505856,0.106203
398,48,7,0.253141,0.136819,0.506027,0.106161
399,48,7,0.253172,0.136881,0.506198,0.106118
400,48,7,0.253202,0.136943,0.506369,0.106075
401,48,7,0.253233,0.137006,0.50654,0.106032
402,48,7,0.253263,0.137068,0.506712,0.105989
403,48,7,0.253294,0.137131,0.506884,0.105946
404,48,7,0.253324,0.137193,0.507057,0.105903
405,48,7,0.253355,0.137256,0.507229,0.105859
406,48,8,0.274508,0.140081,0.507401,0.105816
407,48,7,0.253416,0.137382,0.507574,0.105773
408,48,7,0.253446,0.137445,0.507746,0.10573
409,48,8,0.274572,0.140215,0.507919,0.105687
410,48,7,0.253506,0.137571,0.508091,0.105644
411,48,7,0.253537,0.137634,0.508264,0.105601
412,48,7,0.253567,0.137697,0.508438,0.105559
